"Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HR","AR","HY","AY","Season","HomeTeamAbbreviation","AwayTeamAbbreviation","HomeTeamValue","HomeTeamSquadSize","AwayTeamValue","AwayTeamSquadSize","HomeTeamForeignPlayers","HomeTeamMeanAge","AwayTeamForeignPlayers","AwayTeamMeanAge","HGD","AGD"
1994-12-26,"Everton","Sheffield Weds",1,4,"A",NA,NA,NA,NA,"1994-1995","EVE","SHW",NA,NA,NA,NA,NA,NA,NA,NA,-3,3
1994-12-26,"Leeds","Newcastle",0,0,"D",NA,NA,NA,NA,"1994-1995","LEE","NEW",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1994-12-26,"Leicester","Liverpool",1,2,"A",NA,NA,NA,NA,"1994-1995","LEI","LIV",NA,NA,NA,NA,NA,NA,NA,NA,-1,1
1994-12-26,"Man City","Blackburn",1,3,"A",NA,NA,NA,NA,"1994-1995","MCI","BLB",NA,NA,NA,NA,NA,NA,NA,NA,-2,2
1994-12-26,"Norwich","Tottenham",0,2,"A",NA,NA,NA,NA,"1994-1995","NOR","TOT",NA,NA,NA,NA,NA,NA,NA,NA,-2,2
1994-12-26,"Southampton","Wimbledon",2,3,"A",NA,NA,NA,NA,"1994-1995","SOU","WIM",NA,NA,NA,NA,NA,NA,NA,NA,-1,1
1994-12-26,"West Ham","Ipswich",1,1,"D",NA,NA,NA,NA,"1994-1995","WHU","IPS",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1994-12-27,"Nott'm Forest","Norwich",1,0,"H",NA,NA,NA,NA,"1994-1995","FOR","NOR",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1994-12-27,"Tottenham","Crystal Palace",0,0,"D",NA,NA,NA,NA,"1994-1995","TOT","CRY",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1994-12-28,"Aston Villa","Chelsea",3,0,"H",NA,NA,NA,NA,"1994-1995","AVA","CHE",NA,NA,NA,NA,NA,NA,NA,NA,3,-3
1994-12-28,"Ipswich","Arsenal",0,2,"A",NA,NA,NA,NA,"1994-1995","IPS","ARS",NA,NA,NA,NA,NA,NA,NA,NA,-2,2
1994-12-28,"Liverpool","Man City",2,0,"H",NA,NA,NA,NA,"1994-1995","LIV","MCI",NA,NA,NA,NA,NA,NA,NA,NA,2,-2
1994-12-28,"Man United","Leicester",1,1,"D",NA,NA,NA,NA,"1994-1995","MUN","LEI",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1994-12-28,"QPR","Southampton",2,2,"D",NA,NA,NA,NA,"1994-1995","QPR","SOU",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1994-12-28,"Sheffield Weds","Coventry",5,1,"H",NA,NA,NA,NA,"1994-1995","SHW","COV",NA,NA,NA,NA,NA,NA,NA,NA,4,-4
1994-12-28,"Wimbledon","West Ham",1,0,"H",NA,NA,NA,NA,"1994-1995","WIM","WHU",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1994-12-31,"Arsenal","QPR",1,3,"A",NA,NA,NA,NA,"1994-1995","ARS","QPR",NA,NA,NA,NA,NA,NA,NA,NA,-2,2
1994-12-31,"Chelsea","Wimbledon",1,1,"D",NA,NA,NA,NA,"1994-1995","CHE","WIM",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1994-12-31,"Coventry","Tottenham",0,4,"A",NA,NA,NA,NA,"1994-1995","COV","TOT",NA,NA,NA,NA,NA,NA,NA,NA,-4,4
1994-12-31,"Crystal Palace","Blackburn",0,1,"A",NA,NA,NA,NA,"1994-1995","CRY","BLB",NA,NA,NA,NA,NA,NA,NA,NA,-1,1
1994-12-31,"Everton","Ipswich",4,1,"H",NA,NA,NA,NA,"1994-1995","EVE","IPS",NA,NA,NA,NA,NA,NA,NA,NA,3,-3
1994-12-31,"Leeds","Liverpool",0,2,"A",NA,NA,NA,NA,"1994-1995","LEE","LIV",NA,NA,NA,NA,NA,NA,NA,NA,-2,2
1994-12-31,"Leicester","Sheffield Weds",0,1,"A",NA,NA,NA,NA,"1994-1995","LEI","SHW",NA,NA,NA,NA,NA,NA,NA,NA,-1,1
1994-12-31,"Man City","Aston Villa",2,2,"D",NA,NA,NA,NA,"1994-1995","MCI","AVA",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1994-12-31,"Norwich","Newcastle",2,1,"H",NA,NA,NA,NA,"1994-1995","NOR","NEW",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1994-12-31,"Southampton","Man United",2,2,"D",NA,NA,NA,NA,"1994-1995","SOU","MUN",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1994-12-31,"West Ham","Nott'm Forest",3,1,"H",NA,NA,NA,NA,"1994-1995","WHU","FOR",NA,NA,NA,NA,NA,NA,NA,NA,2,-2
1995-01-02,"Aston Villa","Leeds",0,0,"D",NA,NA,NA,NA,"1994-1995","AVA","LEE",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1995-01-02,"Blackburn","West Ham",4,2,"H",NA,NA,NA,NA,"1994-1995","BLB","WHU",NA,NA,NA,NA,NA,NA,NA,NA,2,-2
1995-01-02,"Ipswich","Leicester",4,1,"H",NA,NA,NA,NA,"1994-1995","IPS","LEI",NA,NA,NA,NA,NA,NA,NA,NA,3,-3
1995-01-02,"Liverpool","Norwich",4,0,"H",NA,NA,NA,NA,"1994-1995","LIV","NOR",NA,NA,NA,NA,NA,NA,NA,NA,4,-4
1995-01-02,"Newcastle","Man City",0,0,"D",NA,NA,NA,NA,"1994-1995","NEW","MCI",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1995-01-02,"Nott'm Forest","Crystal Palace",1,0,"H",NA,NA,NA,NA,"1994-1995","FOR","CRY",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1995-01-02,"Sheffield Weds","Southampton",1,1,"D",NA,NA,NA,NA,"1994-1995","SHW","SOU",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1995-01-02,"Tottenham","Arsenal",1,0,"H",NA,NA,NA,NA,"1994-1995","TOT","ARS",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1995-01-02,"Wimbledon","Everton",2,1,"H",NA,NA,NA,NA,"1994-1995","WIM","EVE",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1995-01-03,"Man United","Coventry",2,0,"H",NA,NA,NA,NA,"1994-1995","MUN","COV",NA,NA,NA,NA,NA,NA,NA,NA,2,-2
1995-01-14,"Arsenal","Everton",1,1,"D",NA,NA,NA,NA,"1994-1995","ARS","EVE",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1995-01-14,"Aston Villa","QPR",2,1,"H",NA,NA,NA,NA,"1994-1995","AVA","QPR",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1995-01-14,"Blackburn","Nott'm Forest",3,0,"H",NA,NA,NA,NA,"1994-1995","BLB","FOR",NA,NA,NA,NA,NA,NA,NA,NA,3,-3
1995-01-14,"Chelsea","Sheffield Weds",1,1,"D",NA,NA,NA,NA,"1994-1995","CHE","SHW",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1995-01-14,"Crystal Palace","Leicester",2,0,"H",NA,NA,NA,NA,"1994-1995","CRY","LEI",NA,NA,NA,NA,NA,NA,NA,NA,2,-2
1995-01-14,"Leeds","Southampton",0,0,"D",NA,NA,NA,NA,"1994-1995","LEE","SOU",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1995-01-14,"Liverpool","Ipswich",0,1,"A",NA,NA,NA,NA,"1994-1995","LIV","IPS",NA,NA,NA,NA,NA,NA,NA,NA,-1,1
1995-01-14,"Man City","Coventry",0,0,"D",NA,NA,NA,NA,"1994-1995","MCI","COV",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1995-01-14,"Norwich","Wimbledon",1,2,"A",NA,NA,NA,NA,"1994-1995","NOR","WIM",NA,NA,NA,NA,NA,NA,NA,NA,-1,1
1995-01-14,"West Ham","Tottenham",1,2,"A",NA,NA,NA,NA,"1994-1995","WHU","TOT",NA,NA,NA,NA,NA,NA,NA,NA,-1,1
1995-01-15,"Newcastle","Man United",1,1,"D",NA,NA,NA,NA,"1994-1995","NEW","MUN",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1995-01-21,"Coventry","Arsenal",0,1,"A",NA,NA,NA,NA,"1994-1995","COV","ARS",NA,NA,NA,NA,NA,NA,NA,NA,-1,1
1995-01-21,"Everton","Crystal Palace",3,1,"H",NA,NA,NA,NA,"1994-1995","EVE","CRY",NA,NA,NA,NA,NA,NA,NA,NA,2,-2
1995-01-21,"Ipswich","Chelsea",2,2,"D",NA,NA,NA,NA,"1994-1995","IPS","CHE",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1995-01-21,"Nott'm Forest","Aston Villa",1,2,"A",NA,NA,NA,NA,"1994-1995","FOR","AVA",NA,NA,NA,NA,NA,NA,NA,NA,-1,1
1995-01-21,"Sheffield Weds","Newcastle",0,0,"D",NA,NA,NA,NA,"1994-1995","SHW","NEW",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1995-01-22,"Man United","Blackburn",1,0,"H",NA,NA,NA,NA,"1994-1995","MUN","BLB",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1995-01-23,"West Ham","Sheffield Weds",0,2,"A",NA,NA,NA,NA,"1994-1995","WHU","SHW",NA,NA,NA,NA,NA,NA,NA,NA,-2,2
1995-01-24,"Arsenal","Southampton",1,1,"D",NA,NA,NA,NA,"1994-1995","ARS","SOU",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1995-01-24,"Leeds","QPR",4,0,"H",NA,NA,NA,NA,"1994-1995","LEE","QPR",NA,NA,NA,NA,NA,NA,NA,NA,4,-4
1995-01-24,"Liverpool","Everton",0,0,"D",NA,NA,NA,NA,"1994-1995","LIV","EVE",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1995-01-25,"Aston Villa","Tottenham",1,0,"H",NA,NA,NA,NA,"1994-1995","AVA","TOT",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1995-01-25,"Chelsea","Nott'm Forest",0,2,"A",NA,NA,NA,NA,"1994-1995","CHE","FOR",NA,NA,NA,NA,NA,NA,NA,NA,-2,2
1995-01-25,"Crystal Palace","Man United",1,1,"D",NA,NA,NA,NA,"1994-1995","CRY","MUN",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1995-01-25,"Man City","Leicester",0,1,"A",NA,NA,NA,NA,"1994-1995","MCI","LEI",NA,NA,NA,NA,NA,NA,NA,NA,-1,1
1995-01-25,"Newcastle","Wimbledon",2,1,"H",NA,NA,NA,NA,"1994-1995","NEW","WIM",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1995-01-25,"Norwich","Coventry",2,2,"D",NA,NA,NA,NA,"1994-1995","NOR","COV",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1995-01-28,"Blackburn","Ipswich",4,1,"H",NA,NA,NA,NA,"1994-1995","BLB","IPS",NA,NA,NA,NA,NA,NA,NA,NA,3,-3
1995-02-01,"Blackburn","Leeds",1,1,"D",NA,NA,NA,NA,"1994-1995","BLB","LEE",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1995-02-01,"Newcastle","Everton",2,0,"H",NA,NA,NA,NA,"1994-1995","NEW","EVE",NA,NA,NA,NA,NA,NA,NA,NA,2,-2
1995-02-04,"Coventry","Chelsea",2,2,"D",NA,NA,NA,NA,"1994-1995","COV","CHE",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1995-02-04,"Everton","Norwich",2,1,"H",NA,NA,NA,NA,"1994-1995","EVE","NOR",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1995-02-04,"Ipswich","Crystal Palace",0,2,"A",NA,NA,NA,NA,"1994-1995","IPS","CRY",NA,NA,NA,NA,NA,NA,NA,NA,-2,2
1995-02-04,"Leicester","West Ham",1,2,"A",NA,NA,NA,NA,"1994-1995","LEI","WHU",NA,NA,NA,NA,NA,NA,NA,NA,-1,1
1995-02-04,"Man United","Aston Villa",1,0,"H",NA,NA,NA,NA,"1994-1995","MUN","AVA",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1995-02-04,"Nott'm Forest","Liverpool",1,1,"D",NA,NA,NA,NA,"1994-1995","FOR","LIV",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1995-02-04,"QPR","Newcastle",3,0,"H",NA,NA,NA,NA,"1994-1995","QPR","NEW",NA,NA,NA,NA,NA,NA,NA,NA,3,-3
1995-02-04,"Sheffield Weds","Arsenal",3,1,"H",NA,NA,NA,NA,"1994-1995","SHW","ARS",NA,NA,NA,NA,NA,NA,NA,NA,2,-2
1995-02-04,"Southampton","Man City",2,2,"D",NA,NA,NA,NA,"1994-1995","SOU","MCI",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1995-02-04,"Wimbledon","Leeds",0,0,"D",NA,NA,NA,NA,"1994-1995","WIM","LEE",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1995-02-05,"Tottenham","Blackburn",3,1,"H",NA,NA,NA,NA,"1994-1995","TOT","BLB",NA,NA,NA,NA,NA,NA,NA,NA,2,-2
1995-02-11,"Arsenal","Leicester",1,1,"D",NA,NA,NA,NA,"1994-1995","ARS","LEI",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1995-02-11,"Aston Villa","Wimbledon",7,1,"H",NA,NA,NA,NA,"1994-1995","AVA","WIM",NA,NA,NA,NA,NA,NA,NA,NA,6,-6
1995-02-11,"Chelsea","Tottenham",1,1,"D",NA,NA,NA,NA,"1994-1995","CHE","TOT",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1995-02-11,"Crystal Palace","Coventry",0,2,"A",NA,NA,NA,NA,"1994-1995","CRY","COV",NA,NA,NA,NA,NA,NA,NA,NA,-2,2
1995-02-11,"Liverpool","QPR",1,1,"D",NA,NA,NA,NA,"1994-1995","LIV","QPR",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1995-02-11,"Man City","Man United",0,3,"A",NA,NA,NA,NA,"1994-1995","MCI","MUN",NA,NA,NA,NA,NA,NA,NA,NA,-3,3
1995-02-11,"Newcastle","Nott'm Forest",2,1,"H",NA,NA,NA,NA,"1994-1995","NEW","FOR",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1995-02-11,"Norwich","Southampton",2,2,"D",NA,NA,NA,NA,"1994-1995","NOR","SOU",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1995-02-12,"Blackburn","Sheffield Weds",3,1,"H",NA,NA,NA,NA,"1994-1995","BLB","SHW",NA,NA,NA,NA,NA,NA,NA,NA,2,-2
1995-02-13,"West Ham","Everton",2,2,"D",NA,NA,NA,NA,"1994-1995","WHU","EVE",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1995-02-18,"Coventry","West Ham",2,0,"H",NA,NA,NA,NA,"1994-1995","COV","WHU",NA,NA,NA,NA,NA,NA,NA,NA,2,-2
1995-02-18,"Sheffield Weds","Aston Villa",1,2,"A",NA,NA,NA,NA,"1994-1995","SHW","AVA",NA,NA,NA,NA,NA,NA,NA,NA,-1,1
1995-02-21,"Arsenal","Nott'm Forest",1,0,"H",NA,NA,NA,NA,"1994-1995","ARS","FOR",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1995-02-22,"Aston Villa","Leicester",4,4,"D",NA,NA,NA,NA,"1994-1995","AVA","LEI",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1995-02-22,"Blackburn","Wimbledon",2,1,"H",NA,NA,NA,NA,"1994-1995","BLB","WIM",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1995-02-22,"Leeds","Everton",1,0,"H",NA,NA,NA,NA,"1994-1995","LEE","EVE",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1995-02-22,"Man City","Ipswich",2,0,"H",NA,NA,NA,NA,"1994-1995","MCI","IPS",NA,NA,NA,NA,NA,NA,NA,NA,2,-2
1995-02-22,"Norwich","Man United",0,2,"A",NA,NA,NA,NA,"1994-1995","NOR","MUN",NA,NA,NA,NA,NA,NA,NA,NA,-2,2
1995-02-25,"Blackburn","Norwich",0,0,"D",NA,NA,NA,NA,"1994-1995","BLB","NOR",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1995-02-25,"Coventry","Leicester",4,2,"H",NA,NA,NA,NA,"1994-1995","COV","LEI",NA,NA,NA,NA,NA,NA,NA,NA,2,-2
1995-02-25,"Crystal Palace","Arsenal",0,3,"A",NA,NA,NA,NA,"1994-1995","CRY","ARS",NA,NA,NA,NA,NA,NA,NA,NA,-3,3
1995-02-25,"Everton","Man United",1,0,"H",NA,NA,NA,NA,"1994-1995","EVE","MUN",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1995-02-25,"Ipswich","Southampton",2,1,"H",NA,NA,NA,NA,"1994-1995","IPS","SOU",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1995-02-25,"Man City","Leeds",0,0,"D",NA,NA,NA,NA,"1994-1995","MCI","LEE",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1995-02-25,"Newcastle","Aston Villa",3,1,"H",NA,NA,NA,NA,"1994-1995","NEW","AVA",NA,NA,NA,NA,NA,NA,NA,NA,2,-2
1995-02-25,"Sheffield Weds","Liverpool",1,2,"A",NA,NA,NA,NA,"1994-1995","SHW","LIV",NA,NA,NA,NA,NA,NA,NA,NA,-1,1
1995-02-25,"Tottenham","Wimbledon",1,2,"A",NA,NA,NA,NA,"1994-1995","TOT","WIM",NA,NA,NA,NA,NA,NA,NA,NA,-1,1
1995-02-25,"West Ham","Chelsea",1,2,"A",NA,NA,NA,NA,"1994-1995","WHU","CHE",NA,NA,NA,NA,NA,NA,NA,NA,-1,1
1995-02-26,"QPR","Nott'm Forest",1,1,"D",NA,NA,NA,NA,"1994-1995","QPR","FOR",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1995-02-28,"Ipswich","Newcastle",0,2,"A",NA,NA,NA,NA,"1994-1995","IPS","NEW",NA,NA,NA,NA,NA,NA,NA,NA,-2,2
1995-03-04,"Aston Villa","Blackburn",0,1,"A",NA,NA,NA,NA,"1994-1995","AVA","BLB",NA,NA,NA,NA,NA,NA,NA,NA,-1,1
1995-03-04,"Leeds","Sheffield Weds",0,1,"A",NA,NA,NA,NA,"1994-1995","LEE","SHW",NA,NA,NA,NA,NA,NA,NA,NA,-1,1
1995-03-04,"Leicester","Everton",2,2,"D",NA,NA,NA,NA,"1994-1995","LEI","EVE",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1995-03-04,"Liverpool","Newcastle",2,0,"H",NA,NA,NA,NA,"1994-1995","LIV","NEW",NA,NA,NA,NA,NA,NA,NA,NA,2,-2
1995-03-04,"Man United","Ipswich",9,0,"H",NA,NA,NA,NA,"1994-1995","MUN","IPS",NA,NA,NA,NA,NA,NA,NA,NA,9,-9
1995-03-04,"Norwich","Man City",1,1,"D",NA,NA,NA,NA,"1994-1995","NOR","MCI",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1995-03-04,"Nott'm Forest","Tottenham",2,2,"D",NA,NA,NA,NA,"1994-1995","FOR","TOT",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1995-03-04,"Southampton","Coventry",0,0,"D",NA,NA,NA,NA,"1994-1995","SOU","COV",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1995-03-04,"Wimbledon","QPR",1,3,"A",NA,NA,NA,NA,"1994-1995","WIM","QPR",NA,NA,NA,NA,NA,NA,NA,NA,-2,2
1995-03-05,"Arsenal","West Ham",0,1,"A",NA,NA,NA,NA,"1994-1995","ARS","WHU",NA,NA,NA,NA,NA,NA,NA,NA,-1,1
1995-03-05,"Chelsea","Crystal Palace",0,0,"D",NA,NA,NA,NA,"1994-1995","CHE","CRY",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1995-03-06,"Aston Villa","Coventry",0,0,"D",NA,NA,NA,NA,"1994-1995","AVA","COV",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1995-03-07,"Wimbledon","Man United",0,1,"A",NA,NA,NA,NA,"1994-1995","WIM","MUN",NA,NA,NA,NA,NA,NA,NA,NA,-1,1
1995-03-08,"Blackburn","Arsenal",3,1,"H",NA,NA,NA,NA,"1994-1995","BLB","ARS",NA,NA,NA,NA,NA,NA,NA,NA,2,-2
1995-03-08,"Man City","Chelsea",1,2,"A",NA,NA,NA,NA,"1994-1995","MCI","CHE",NA,NA,NA,NA,NA,NA,NA,NA,-1,1
1995-03-08,"Newcastle","West Ham",2,0,"H",NA,NA,NA,NA,"1994-1995","NEW","WHU",NA,NA,NA,NA,NA,NA,NA,NA,2,-2
1995-03-08,"Norwich","Sheffield Weds",0,0,"D",NA,NA,NA,NA,"1994-1995","NOR","SHW",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1995-03-08,"Nott'm Forest","Everton",2,1,"H",NA,NA,NA,NA,"1994-1995","FOR","EVE",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1995-03-08,"QPR","Leicester",2,0,"H",NA,NA,NA,NA,"1994-1995","QPR","LEI",NA,NA,NA,NA,NA,NA,NA,NA,2,-2
1995-03-08,"Tottenham","Ipswich",3,0,"H",NA,NA,NA,NA,"1994-1995","TOT","IPS",NA,NA,NA,NA,NA,NA,NA,NA,3,-3
1995-03-11,"Chelsea","Leeds",0,3,"A",NA,NA,NA,NA,"1994-1995","CHE","LEE",NA,NA,NA,NA,NA,NA,NA,NA,-3,3
1995-03-11,"Coventry","Blackburn",1,1,"D",NA,NA,NA,NA,"1994-1995","COV","BLB",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1995-03-11,"Leicester","Nott'm Forest",2,4,"A",NA,NA,NA,NA,"1994-1995","LEI","FOR",NA,NA,NA,NA,NA,NA,NA,NA,-2,2
1995-03-11,"Sheffield Weds","Wimbledon",0,1,"A",NA,NA,NA,NA,"1994-1995","SHW","WIM",NA,NA,NA,NA,NA,NA,NA,NA,-1,1
1995-03-11,"West Ham","Norwich",2,2,"D",NA,NA,NA,NA,"1994-1995","WHU","NOR",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1995-03-14,"Crystal Palace","Sheffield Weds",2,1,"H",NA,NA,NA,NA,"1994-1995","CRY","SHW",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1995-03-14,"Liverpool","Coventry",2,3,"A",NA,NA,NA,NA,"1994-1995","LIV","COV",NA,NA,NA,NA,NA,NA,NA,NA,-1,1
1995-03-15,"Everton","Man City",1,1,"D",NA,NA,NA,NA,"1994-1995","EVE","MCI",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1995-03-15,"Leicester","Leeds",1,3,"A",NA,NA,NA,NA,"1994-1995","LEI","LEE",NA,NA,NA,NA,NA,NA,NA,NA,-2,2
1995-03-15,"Man United","Tottenham",0,0,"D",NA,NA,NA,NA,"1994-1995","MUN","TOT",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1995-03-15,"QPR","Norwich",2,0,"H",NA,NA,NA,NA,"1994-1995","QPR","NOR",NA,NA,NA,NA,NA,NA,NA,NA,2,-2
1995-03-15,"Southampton","West Ham",1,1,"D",NA,NA,NA,NA,"1994-1995","SOU","WHU",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1995-03-18,"Aston Villa","West Ham",0,2,"A",NA,NA,NA,NA,"1994-1995","AVA","WHU",NA,NA,NA,NA,NA,NA,NA,NA,-2,2
1995-03-18,"Blackburn","Chelsea",2,1,"H",NA,NA,NA,NA,"1994-1995","BLB","CHE",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1995-03-18,"Leeds","Coventry",3,0,"H",NA,NA,NA,NA,"1994-1995","LEE","COV",NA,NA,NA,NA,NA,NA,NA,NA,3,-3
1995-03-18,"Man City","Sheffield Weds",3,2,"H",NA,NA,NA,NA,"1994-1995","MCI","SHW",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1995-03-18,"Nott'm Forest","Southampton",3,0,"H",NA,NA,NA,NA,"1994-1995","FOR","SOU",NA,NA,NA,NA,NA,NA,NA,NA,3,-3
1995-03-18,"QPR","Everton",2,3,"A",NA,NA,NA,NA,"1994-1995","QPR","EVE",NA,NA,NA,NA,NA,NA,NA,NA,-1,1
1995-03-18,"Tottenham","Leicester",1,0,"H",NA,NA,NA,NA,"1994-1995","TOT","LEI",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1995-03-18,"Wimbledon","Crystal Palace",2,0,"H",NA,NA,NA,NA,"1994-1995","WIM","CRY",NA,NA,NA,NA,NA,NA,NA,NA,2,-2
1995-03-19,"Liverpool","Man United",2,0,"H",NA,NA,NA,NA,"1994-1995","LIV","MUN",NA,NA,NA,NA,NA,NA,NA,NA,2,-2
1995-03-19,"Newcastle","Arsenal",1,0,"H",NA,NA,NA,NA,"1994-1995","NEW","ARS",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1995-03-20,"Norwich","Ipswich",3,0,"H",NA,NA,NA,NA,"1994-1995","NOR","IPS",NA,NA,NA,NA,NA,NA,NA,NA,3,-3
1995-03-21,"Wimbledon","Man City",2,0,"H",NA,NA,NA,NA,"1994-1995","WIM","MCI",NA,NA,NA,NA,NA,NA,NA,NA,2,-2
1995-03-22,"Man United","Arsenal",3,0,"H",NA,NA,NA,NA,"1994-1995","MUN","ARS",NA,NA,NA,NA,NA,NA,NA,NA,3,-3
1995-03-22,"Nott'm Forest","Leeds",3,0,"H",NA,NA,NA,NA,"1994-1995","FOR","LEE",NA,NA,NA,NA,NA,NA,NA,NA,3,-3
1995-03-22,"QPR","Chelsea",1,0,"H",NA,NA,NA,NA,"1994-1995","QPR","CHE",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1995-03-22,"Southampton","Newcastle",3,1,"H",NA,NA,NA,NA,"1994-1995","SOU","NEW",NA,NA,NA,NA,NA,NA,NA,NA,2,-2
1995-03-22,"Tottenham","Liverpool",0,0,"D",NA,NA,NA,NA,"1994-1995","TOT","LIV",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1995-04-01,"Arsenal","Norwich",5,1,"H",NA,NA,NA,NA,"1994-1995","ARS","NOR",NA,NA,NA,NA,NA,NA,NA,NA,4,-4
1995-04-01,"Chelsea","Newcastle",1,1,"D",NA,NA,NA,NA,"1994-1995","CHE","NEW",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1995-04-01,"Coventry","QPR",0,1,"A",NA,NA,NA,NA,"1994-1995","COV","QPR",NA,NA,NA,NA,NA,NA,NA,NA,-1,1
1995-04-01,"Crystal Palace","Man City",2,1,"H",NA,NA,NA,NA,"1994-1995","CRY","MCI",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1995-04-01,"Everton","Blackburn",1,2,"A",NA,NA,NA,NA,"1994-1995","EVE","BLB",NA,NA,NA,NA,NA,NA,NA,NA,-1,1
1995-04-01,"Ipswich","Aston Villa",0,1,"A",NA,NA,NA,NA,"1994-1995","IPS","AVA",NA,NA,NA,NA,NA,NA,NA,NA,-1,1
1995-04-01,"Leicester","Wimbledon",3,4,"A",NA,NA,NA,NA,"1994-1995","LEI","WIM",NA,NA,NA,NA,NA,NA,NA,NA,-1,1
1995-04-01,"Sheffield Weds","Nott'm Forest",1,7,"A",NA,NA,NA,NA,"1994-1995","SHW","FOR",NA,NA,NA,NA,NA,NA,NA,NA,-6,6
1995-04-02,"Man United","Leeds",0,0,"D",NA,NA,NA,NA,"1994-1995","MUN","LEE",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1995-04-02,"Southampton","Tottenham",4,3,"H",NA,NA,NA,NA,"1994-1995","SOU","TOT",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1995-04-04,"Crystal Palace","Aston Villa",0,0,"D",NA,NA,NA,NA,"1994-1995","CRY","AVA",NA,NA,NA,NA,NA,NA,NA,NA,0,0
